pdf_procedure_id,raw_name,source_page,source_text_snippet
tosp_sf807e,"ESOPHAGUS/INTESTINE/STOMACH, UPPER GL ENDOSCOPY WITH INSERTION OF PROSTHESIS",52,"SF807E ESOPHAGUS/INTESTINE/STOMACH, UPPER GL ENDOSCOPY WITH INSERTION OF PROSTHESIS"
tosp_sf807l,"LIVER, TRAUMA, MAJOR REPAIR LACERATION",54,"SF807L LIVER, TRAUMA, MAJOR REPAIR LACERATION"
tosp_sf807m,"MOUTH, CLEFT LIP, SECONDARY CORRECTION OF NOSTRIL/NASAL TIP",55,"SF807M MOUTH, CLEFT LIP, SECONDARY CORRECTION OF NOSTRIL/NASAL TIP"
tosp_sf807p,"PANCREAS, VARIOUS LESIONS, DISTAL PANCREATECTOMY/ANASTOMOSIS OF PANCREATIC DUCT",57,"SF807P PANCREAS, VARIOUS LESIONS, DISTAL PANCREATECTOMY/ANASTOMOSIS OF PANCREATIC DUCT"
tosp_sf807r,"RECTUM, VARIOUS LESIONS, ABDOMINO-PERINEAL PULL THROUGH RESECTION WITH COLO-ANAL ANASTOMOSIS",57,"SF807R RECTUM, VARIOUS LESIONS, ABDOMINO-PERINEAL PULL THROUGH RESECTION WITH COLO-ANAL ANASTOMOSIS"
tosp_sf807s,"STOMACH, TUMOR OF CARDIA, ENDOSCOPIC YAG LASER SURGERY/VAPORISATION",58,"SF807S STOMACH, TUMOR OF CARDIA, ENDOSCOPIC YAG LASER SURGERY/VAPORISATION"
tosp_sf807t,"TONGUE, TUMOR, HEMI-GLOSSECTOMY",59,"SF807T TONGUE, TUMOR, HEMI-GLOSSECTOMY"
tosp_sf808a,"ABDOMINAL CAVITY, VARIOUS LESIONS, EXPLORATORY LAPAROTOMY",48,"SF808A ABDOMINAL CAVITY, VARIOUS LESIONS, EXPLORATORY LAPAROTOMY"
tosp_sf808b,"BILE DUCT, VARIOUS LESIONS, HEPATICOJEJUNOSTOMY INVOLVING ANASTOMOSIS TO HEPATIC DUCTS BUT WITHOUT LIVER RESECTION",50,"SF808B BILE DUCT, VARIOUS LESIONS, HEPATICOJEJUNOSTOMY INVOLVING ANASTOMOSIS TO HEPATIC DUCTS BUT WITHOUT LIVER RESECTION"
tosp_sf808e,"ESOPHAGUS/STOMACH, GASTROSCOPY WITH THERAPY EG. APC-FULGARISATION OF TUMOR",52,"SF808E ESOPHAGUS/STOMACH, GASTROSCOPY WITH THERAPY EG. APC-FULGARISATION OF TUMOR"
tosp_sf808l,"LIVER, TRAUMA, MINOR REPAIR LACERATION",54,"SF808L LIVER, TRAUMA, MINOR REPAIR LACERATION"
tosp_sf808m,"MOUTH, CLEFT LIP, UNILATERAL PRIMARY REPAIR",55,"SF808M MOUTH, CLEFT LIP, UNILATERAL PRIMARY REPAIR"
tosp_sf808p,"PANCREAS, VARIOUS LESIONS, EXTERNAL DRAINAGE (OPEN)",57,"SF808P PANCREAS, VARIOUS LESIONS, EXTERNAL DRAINAGE (OPEN)"
tosp_sf808r,"RECTUM, VARIOUS LESIONS, HARTMANN'S PROCEDURE",57,"SF808R RECTUM, VARIOUS LESIONS, HARTMANN'S PROCEDURE"
tosp_sf808s,"STOMACH, TUMOR/ULCER, GASTROJEJUNOSTOMY",58,"SF808S STOMACH, TUMOR/ULCER, GASTROJEJUNOSTOMY"
tosp_sf808t,"TONGUE, TUMOR, TOTAL GLOSSECTOMY",59,"SF808T TONGUE, TUMOR, TOTAL GLOSSECTOMY"
tosp_sf809a,"ABDOMINAL CAVITY, VARIOUS LESIONS, INCLUDING COLOSTOMY/ENTEROSTOMY/GASTROSTOMY",48,"SF809A ABDOMINAL CAVITY, VARIOUS LESIONS, INCLUDING COLOSTOMY/ENTEROSTOMY/GASTROSTOMY"
tosp_sf809e,"ESOPHAGUS, TUMOR, TOTAL ESOPHAGECTOMY",52,"SF809E ESOPHAGUS, TUMOR, TOTAL ESOPHAGECTOMY"
tosp_sf809l,"LIVER, TRAUMA/TUMOR, EXTENDED LOBECTOMY (5 SEGMENTS/MORE)",54,"SF809L LIVER, TRAUMA/TUMOR, EXTENDED LOBECTOMY (5 SEGMENTS/MORE)"
tosp_sf809m,"MOUTH, DISLOCATED TEETH/DENTO-ALVEOLAR FRACTURE, REDUCTION AND IMMOBILISATION",55,"SF809M MOUTH, DISLOCATED TEETH/DENTO-ALVEOLAR FRACTURE, REDUCTION AND IMMOBILISATION"
tosp_sf809p,"PANCREAS, VARIOUS LESIONS, WHIPPLE OPERATION/TOTAL PANCREATECTOMY",57,"SF809P PANCREAS, VARIOUS LESIONS, WHIPPLE OPERATION/TOTAL PANCREATECTOMY"
tosp_sf809r,"RECTUM, VARIOUS LESIONS, TRANSANAL REMOVAL WITH BIOPSY",57,"SF809R RECTUM, VARIOUS LESIONS, TRANSANAL REMOVAL WITH BIOPSY"
tosp_sf809s,"STOMACH, ULCERS, VAGOTOMY - ALL TYPES",58,"SF809S STOMACH, ULCERS, VAGOTOMY - ALL TYPES"
tosp_sf809t,"TONGUE, VARIOUS LESIONS, PARTIAL EXCISION",59,"SF809T TONGUE, VARIOUS LESIONS, PARTIAL EXCISION"
tosp_sf810a,"ABDOMINAL CAVITY, VARIOUS LESIONS, NOT CLASSIFIED ELSEWHERE",48,"SF810A ABDOMINAL CAVITY, VARIOUS LESIONS, NOT CLASSIFIED ELSEWHERE"
tosp_sf810e,"ESOPHAGUS, VARICES, ESOPHAGEAL/TRANSECTION WITH SPLENECTOMY",52,"SF810E ESOPHAGUS, VARICES, ESOPHAGEAL/TRANSECTION WITH SPLENECTOMY"
tosp_sf810l,"LIVER, TRAUMA/TUMOR, HEPATIC ARTERY LIGATION",54,"SF810L LIVER, TRAUMA/TUMOR, HEPATIC ARTERY LIGATION"
tosp_sf810p,"PHARYNX/LARYNX, PARAPHARYNGEAL SPACE TUMOR EXCISION",57,"SF810P PHARYNX/LARYNX, PARAPHARYNGEAL SPACE TUMOR EXCISION"
tosp_sf810s,"STOMACH, VARIOUS LESIONS, PARTIAL/SUBTOTAL GASTRECTOMY",58,"SF810S STOMACH, VARIOUS LESIONS, PARTIAL/SUBTOTAL GASTRECTOMY"
tosp_sf810t,"TOOTH (DEEP, I.E. COMPLETELY BURIED IN BONE), EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION",59,"SF810T TOOTH (DEEP, I.E. COMPLETELY BURIED IN BONE), EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION"
tosp_sf811a,"ABDOMINAL CAVITY, VARIOUS LESIONS, PARACENTESIS MSP",48,"SF811A ABDOMINAL CAVITY, VARIOUS LESIONS, PARACENTESIS MSP"
tosp_sf811e,"ESOPHAGUS, VARICES, GASTRO ESOPHAGEAL DEVASCULARISATION WITH ESOPHAGEAL TRANSECTION",52,"SF811E ESOPHAGUS, VARICES, GASTRO ESOPHAGEAL DEVASCULARISATION WITH ESOPHAGEAL TRANSECTION"
tosp_sf811l,"LIVER, TRAUMA/TUMOR, LIVER TRANSPLANT",54,"SF811L LIVER, TRAUMA/TUMOR, LIVER TRANSPLANT"
tosp_sf811m,"ORAL CAVITY AND PHARYNX, FOREIGN BODY, REMOVAL",55,"SF811M ORAL CAVITY AND PHARYNX, FOREIGN BODY, REMOVAL"
tosp_sf811p,"PAROTID, CALCULUS (DEEP), REMOVAL",57,"SF811P PAROTID, CALCULUS (DEEP), REMOVAL"
tosp_sf811s,"STOMACH, VARIOUS LESIONS/POST-GASTRECTOMY COMPLICATIONS, REVISION GASTRECTOMY",58,"SF811S STOMACH, VARIOUS LESIONS/POST-GASTRECTOMY COMPLICATIONS, REVISION GASTRECTOMY"
tosp_sf811t,"TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH INCISION OF OVERLYING SOFT TISSUE AND REMOVAL OF TOOTH",59,"SF811T TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH INCISION OF OVERLYING SOFT TISSUE AND REMOVAL OF TOOTH"
tosp_sf812e,"ESOPHAGUS, VARIOUS LESIONS, CERVICAL ESOPHAGOSTOMY ESOPHAGUS/INTESTINE/STOMACH, UPPER GI",52,"SF812E ESOPHAGUS, VARIOUS LESIONS, CERVICAL ESOPHAGOSTOMY ESOPHAGUS/INTESTINE/STOMACH, UPPER GI"
tosp_sf812l,"LIVER, VARIOUS LESIONS, LOBECTOMY (3 - 4 SEGMENTS)",54,"SF812L LIVER, VARIOUS LESIONS, LOBECTOMY (3 - 4 SEGMENTS)"
tosp_sf812m,"MOUTH, INTRA ORAL TUMOUR RADICAL EXCISION WITH RESECTION OF MANDIBLE AND UNILATERAL NECK DISSECTION",55,"SF812M MOUTH, INTRA ORAL TUMOUR RADICAL EXCISION WITH RESECTION OF MANDIBLE AND UNILATERAL NECK DISSECTION"
tosp_sf812p,"PAROTID, CALCULUS (SUPERFICIAL), REMOVAL",57,"SF812P PAROTID, CALCULUS (SUPERFICIAL), REMOVAL"
tosp_sf812s,"STOMACH, TOTAL/PROXIMAL GASTRECTOMY FOR BENIGN GASTRIC DISEASES",58,"SF812S STOMACH, TOTAL/PROXIMAL GASTRECTOMY FOR BENIGN GASTRIC DISEASES"
tosp_sf812t,"TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION)",59,"SF812T TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION)"
tosp_sf813a,"ABDOMINAL WALL, BURST ABDOMEN, REPAIR",48,"SF813A ABDOMINAL WALL, BURST ABDOMEN, REPAIR"
tosp_sf813e,"ENDOSCOPY WITH COMPLICATED POLYPECTOMY (E.G. LARGE POLYP REQUIRING MULTIPLE PIECEMEAL RESECTIONS, MULTIPLE POLYPS >2, OR POLYPS WITH COMPLICATIONS SUCH AS BLEEDING) OR ENDOSCOPIC",52,"SF813E ENDOSCOPY WITH COMPLICATED POLYPECTOMY (E.G. LARGE POLYP REQUIRING MULTIPLE PIECEMEAL RESECTIONS, MULTIPLE POLYPS >2, OR POLYPS WITH COMPLICATIONS SUCH AS BLEEDING) OR ENDOSCOPIC"
tosp_sf813l,"LIVER, VARIOUS LESIONS, PARTIAL LOBECTOMY/SEGMENTAL RESECTION",54,"SF813L LIVER, VARIOUS LESIONS, PARTIAL LOBECTOMY/SEGMENTAL RESECTION"
tosp_sf813m,"MOUTH, LEUKOPLAKIA, LIMITED EXCISION",55,"SF813M MOUTH, LEUKOPLAKIA, LIMITED EXCISION"
tosp_sf813p,"PAROTID, FISTULA, REPAIR",57,"SF813P PAROTID, FISTULA, REPAIR"
tosp_sf813s,"STOMACH, VARIOUS LESIONS, WEDGE RESECTION",58,"SF813S STOMACH, VARIOUS LESIONS, WEDGE RESECTION"
tosp_sf813t,"TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION",59,"SF813T TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION"
tosp_sf814a,"ABDOMINAL WALL, EPIGASTRIC/UMBILICAL HERNIA, REPAIR",48,"SF814A ABDOMINAL WALL, EPIGASTRIC/UMBILICAL HERNIA, REPAIR"
tosp_sf814l,"LIVER, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (LIVER PARENCHYMA, NON DIRECTED)",54,"SF814L LIVER, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (LIVER PARENCHYMA, NON DIRECTED)"
tosp_sf814m,"MOUTH, LEUKOPLAKIA, WIDE EXCISION AND SKIN GRAFTING",55,"SF814M MOUTH, LEUKOPLAKIA, WIDE EXCISION AND SKIN GRAFTING"
tosp_sf814p,"PAROTID, TUMOR, SUPERFICIAL PAROTIDECTOMY",57,"SF814P PAROTID, TUMOR, SUPERFICIAL PAROTIDECTOMY"
tosp_sf814s,"STOMACH, VARIOUS LESIONS, PERCUATNEOUS GASTROSTOMY/JEJUNOSTOMY CHANGE (WITH OR WITHOUT IMAGE GUIDANCE)",58,"SF814S STOMACH, VARIOUS LESIONS, PERCUATNEOUS GASTROSTOMY/JEJUNOSTOMY CHANGE (WITH OR WITHOUT IMAGE GUIDANCE)"
tosp_sf814t,"TOOTH, DISLOCATION, REIMPLANTATION AND TRANSPLANTATION",59,"SF814T TOOTH, DISLOCATION, REIMPLANTATION AND TRANSPLANTATION"
tosp_sf815a,"ABDOMINAL WALL, EXOMPHALOS/GASTROSCHISIS, OPERATING BY PLASTIC FLAP",48,"SF815A ABDOMINAL WALL, EXOMPHALOS/GASTROSCHISIS, OPERATING BY PLASTIC FLAP"
tosp_sf815l,"LIVER, VARIOUS LESIONS, WEDGE/LOCAL EXCISION",54,"SF815L LIVER, VARIOUS LESIONS, WEDGE/LOCAL EXCISION"
tosp_sf815m,"MOUTH, MACROCHEILIA AND MACROGLOSSIA, RECONSTRUCTION",55,"SF815M MOUTH, MACROCHEILIA AND MACROGLOSSIA, RECONSTRUCTION"
tosp_sf815p,"PAROTID, TUMOR, TOTAL PAROTIDECTOMY WITH PARAPHARYNGEAL SPACE RESECTION AND FLAP RECONSTRUCTION",57,"SF815P PAROTID, TUMOR, TOTAL PAROTIDECTOMY WITH PARAPHARYNGEAL SPACE RESECTION AND FLAP RECONSTRUCTION"
tosp_sf815t,"TOOTH, FRACTURE/DISLOCATION, REMOVAL OF ARCH BAR/DENTAL CAP SPLINT",59,"SF815T TOOTH, FRACTURE/DISLOCATION, REMOVAL OF ARCH BAR/DENTAL CAP SPLINT"
tosp_sf816a,"ABDOMINAL WALL, EXOMPHALOS/GASTROSCHISIS, REPAIR",48,"SF816A ABDOMINAL WALL, EXOMPHALOS/GASTROSCHISIS, REPAIR"
tosp_sf816m,"MOUTH, MALIGNANT TUMOR, WIDE EXCISION AND MAJOR RECONSTRUCTION",55,"SF816M MOUTH, MALIGNANT TUMOR, WIDE EXCISION AND MAJOR RECONSTRUCTION"
tosp_sf816p,"PAROTID, TUMOUR, TOTAL PAROTIDECTOMY WITH RECONSTRUCTION FACIAL NERVE",57,"SF816P PAROTID, TUMOUR, TOTAL PAROTIDECTOMY WITH RECONSTRUCTION FACIAL NERVE"
tosp_sf816t,"TOOTH, SIMPLE UNERUPTED/PARTIALLY ERUPTED/IMPACTED/FRACTURED, REMOVAL OF MULTIPLE ROOTS",59,"SF816T TOOTH, SIMPLE UNERUPTED/PARTIALLY ERUPTED/IMPACTED/FRACTURED, REMOVAL OF MULTIPLE ROOTS"
tosp_sf817a,"ABDOMINAL WALL, INGUINAL HERNIA (INFANTS & CHILDREN), HERNIOTOMY (BILATERAL)",48,"SF817A ABDOMINAL WALL, INGUINAL HERNIA (INFANTS & CHILDREN), HERNIOTOMY (BILATERAL)"
tosp_sf817m,"MOUTH, MUCOUS CYST/RANULA OF FLOOR OF MOUTH, MARSUPIALIZATION /BIOPSY",55,"SF817M MOUTH, MUCOUS CYST/RANULA OF FLOOR OF MOUTH, MARSUPIALIZATION /BIOPSY"
tosp_sf817p,"PAROTID, TUMOR, TOTAL PAROTIDECTOMY WITH RADICAL NECK DISSECTION",57,"SF817P PAROTID, TUMOR, TOTAL PAROTIDECTOMY WITH RADICAL NECK DISSECTION"
tosp_sf817t,"TOOTH, UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH RELEASE OF NEUROVASCULAR BUNDLE",59,"SF817T TOOTH, UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH RELEASE OF NEUROVASCULAR BUNDLE"
tosp_sf818a,"ABDOMINAL WALL, INGUINAL HERNIA (INFANTS & CHILDREN), HERNIOTOMY (UNILATERAL)",48,"SF818A ABDOMINAL WALL, INGUINAL HERNIA (INFANTS & CHILDREN), HERNIOTOMY (UNILATERAL)"
tosp_sf818m,"MOUTH, MUCOUS CYST/RANULA OF FLOOR OF MOUTH, EXCISION WITH/WITHOUT BIOPSY",55,"SF818M MOUTH, MUCOUS CYST/RANULA OF FLOOR OF MOUTH, EXCISION WITH/WITHOUT BIOPSY"
tosp_sf818t,"TOOTH (MULTIPLE-ROOTED OR MORE THAN 1 TOOTH), VARIOUS LESIONS, PERI-RADICULAR SURGERY",59,"SF818T TOOTH (MULTIPLE-ROOTED OR MORE THAN 1 TOOTH), VARIOUS LESIONS, PERI-RADICULAR SURGERY"
tosp_sf819a,"ABDOMINAL WALL, INGUINAL/FEMORAL HERNIA, UNILATERAL HERNIORRHAPHY",48,"SF819A ABDOMINAL WALL, INGUINAL/FEMORAL HERNIA, UNILATERAL HERNIORRHAPHY"
tosp_sf819m,"MOUTH, NASOLABIAL CYST, EXCISION BIOPSY",56,"SF819M MOUTH, NASOLABIAL CYST, EXCISION BIOPSY"
tosp_sf820a,"ABDOMINAL WALL, INGUINAL/FEMORAL HERNIA, BILATERAL HERNIORRHAPHY",48,"SF820A ABDOMINAL WALL, INGUINAL/FEMORAL HERNIA, BILATERAL HERNIORRHAPHY"
tosp_sf820m,"MOUTH, ORO-ANTRAL FISTULA, REMOVAL OF TOOTH/ROOTS IN ANTRUM AND CLOSURE",56,"SF820M MOUTH, ORO-ANTRAL FISTULA, REMOVAL OF TOOTH/ROOTS IN ANTRUM AND CLOSURE"
tosp_sf821a,"ABDOMINAL WALL, STRANGULATED/OBSTRUCTED HERNIA, REPAIR WITH BOWEL RESECTION",48,"SF821A ABDOMINAL WALL, STRANGULATED/OBSTRUCTED HERNIA, REPAIR WITH BOWEL RESECTION"
tosp_sf821m,"MOUTH, SMALL SOFT TISSUE TUMOR, EXCISION BIOPSY < 3CM",56,"SF821M MOUTH, SMALL SOFT TISSUE TUMOR, EXCISION BIOPSY < 3CM"
tosp_sf822a,"ABDOMINAL WALL, STRANGULATED/OBSTRUCTED HERNIA, REPAIR WITHOUT BOWEL RESECTION",48,"SF822A ABDOMINAL WALL, STRANGULATED/OBSTRUCTED HERNIA, REPAIR WITHOUT BOWEL RESECTION"
tosp_sf822m,"MOUTH, TUMOR, RADICAL EXCISION BIOPSY WITH RESECTION OF MANDIBLE AND LYMPH NODES AND RECONSTRUCTION",56,"SF822M MOUTH, TUMOR, RADICAL EXCISION BIOPSY WITH RESECTION OF MANDIBLE AND LYMPH NODES AND RECONSTRUCTION"
tosp_sf823a,"ABDOMINAL WALL, VENTRAL/INCISIONAL/RECURRENT HERNIA, REPAIR",48,"SF823A ABDOMINAL WALL, VENTRAL/INCISIONAL/RECURRENT HERNIA, REPAIR"
tosp_sf823m,"MOUTH, VARIOUS LESIONS OF ORAL MUCOSA (LARGE/MULTIPLE), CRYOSURGICAL/LASER APPLICATION WITH BIOPSY",56,"SF823M MOUTH, VARIOUS LESIONS OF ORAL MUCOSA (LARGE/MULTIPLE), CRYOSURGICAL/LASER APPLICATION WITH BIOPSY"
tosp_sf824m,"MOUTH, VARIOUS/PATHOLOGIC LESIONS OF ORAL MUCOSA, CRYOSURGICAL/LASER APPLICATION WITH BIOPSY",56,"SF824M MOUTH, VARIOUS/PATHOLOGIC LESIONS OF ORAL MUCOSA, CRYOSURGICAL/LASER APPLICATION WITH BIOPSY"
tosp_sf825m,"MOUTH, ABSCESS (DEEP), DRAINAGE OF MORE THAN 1 SPACE (INCLUDES SUBMASSETERIC, SUBMANDIBULAR, TEMPORAL, AND PTERYGOMANDIBULAR SPACES)",55,"SF825M MOUTH, ABSCESS (DEEP), DRAINAGE OF MORE THAN 1 SPACE (INCLUDES SUBMASSETERIC, SUBMANDIBULAR, TEMPORAL, AND PTERYGOMANDIBULAR SPACES)"
tosp_sf826a,"ANUS, ANO-RECTAL PROLAPSE, CIRCUMANAL SUTURE",48,"SF826A ANUS, ANO-RECTAL PROLAPSE, CIRCUMANAL SUTURE"
tosp_sf827a,"ANUS, ANO-RECTAL PROLAPSE, INJECTION",48,"SF827A ANUS, ANO-RECTAL PROLAPSE, INJECTION"
tosp_sf828a,"ANUS, ANO-RECTAL PROLAPSE, RADICAL OPERATION WITHOUT RESECTION",48,"SF828A ANUS, ANO-RECTAL PROLAPSE, RADICAL OPERATION WITHOUT RESECTION"
tosp_sf829a,"ANUS, ANO-RECTAL PROLAPSE, RADICAL OPERATION WITH RESECTION",48,"SF829A ANUS, ANO-RECTAL PROLAPSE, RADICAL OPERATION WITH RESECTION"
tosp_sf831a,"ANUS, FISSURE, EXCISION/LATERAL SPHINCTEROTOMY",48,"SF831A ANUS, FISSURE, EXCISION/LATERAL SPHINCTEROTOMY"
tosp_sf832a,"ANUS, FISTULA-IN-ANO (HIGH), COMPLEX AND RECURRENT FISTULECTOMY",48,"SF832A ANUS, FISTULA-IN-ANO (HIGH), COMPLEX AND RECURRENT FISTULECTOMY"
tosp_sf833a,"ANUS, FISTULA-IN-ANO, EXCISION/ FISTULECTOMY",48,"SF833A ANUS, FISTULA-IN-ANO, EXCISION/ FISTULECTOMY"
tosp_sf834a,"ANUS, HEMORRHOIDS, INJECTION/LIGATION/BANDING",48,"SF834A ANUS, HEMORRHOIDS, INJECTION/LIGATION/BANDING"
tosp_sf835a,"ANUS, HEMORRHOIDS, CRYOSURGERY",48,"SF835A ANUS, HEMORRHOIDS, CRYOSURGERY"
tosp_sf836a,"ANUS, HEMORRHOIDS, HEMORRHOIDECTOMY WITH OR WITHOUT SIGMOIDOSCOPY",48,"SF836A ANUS, HEMORRHOIDS, HEMORRHOIDECTOMY WITH OR WITHOUT SIGMOIDOSCOPY"
tosp_sf837a,"ANUS, HEMORRHOIDS,STAPLED HAEMORRHOIDECTOMY",48,"SF837A ANUS, HEMORRHOIDS,STAPLED HAEMORRHOIDECTOMY"
tosp_sf838a,"ANUS, HEMORRHOIDS, REMOVAL OF EXTERNAL ANAL TAGS",48,"SF838A ANUS, HEMORRHOIDS, REMOVAL OF EXTERNAL ANAL TAGS"
tosp_sf839a,"ANUS, INCONTINENCE, OPERATION",48,"SF839A ANUS, INCONTINENCE, OPERATION"
tosp_sf840a,"ANUS, ISCHIORECTAL ABSCESS, SAUCERISATION",49,"SF840A ANUS, ISCHIORECTAL ABSCESS, SAUCERISATION"
tosp_sf841a,"ANUS, PERINEAL ABSCESS, SAUCERISATION/DRAINAGE",49,"SF841A ANUS, PERINEAL ABSCESS, SAUCERISATION/DRAINAGE"
tosp_sf842a,"ANUS, STRICTURE, DILATATION",49,"SF842A ANUS, STRICTURE, DILATATION"
tosp_sf843a,"ANUS, STRICTURE, REPAIR",49,"SF843A ANUS, STRICTURE, REPAIR"
tosp_sf844a,"ANUS, THROMBOSED EXTERNAL HEMORRHOID, INCISION AND DRAINAGE",49,"SF844A ANUS, THROMBOSED EXTERNAL HEMORRHOID, INCISION AND DRAINAGE"
tosp_sf845a,"ANUS, TUMOR, ABDOMINO-PERINEAL RESECTION",49,"SF845A ANUS, TUMOR, ABDOMINO-PERINEAL RESECTION"
tosp_sf846a,"ANUS, VARIOUS LESIONS, BIOPSY OF MUSCLE/MUCOSA",49,"SF846A ANUS, VARIOUS LESIONS, BIOPSY OF MUSCLE/MUCOSA"
tosp_sf847a,"APPENDIX, ABSCESS, DRAINAGE ONLY",49,"SF847A APPENDIX, ABSCESS, DRAINAGE ONLY"
tosp_sf848a,"APPENDIX, TUMOR, RIGHT HEMICOLECTOMY WITH/WITHOUT ADHESIOLYSIS",49,"SF848A APPENDIX, TUMOR, RIGHT HEMICOLECTOMY WITH/WITHOUT ADHESIOLYSIS"
tosp_sf849a,"APPENDIX, VARIOUS LESIONS, APPENDICECTOMY WITHOUT DRAINAGE",49,"SF849A APPENDIX, VARIOUS LESIONS, APPENDICECTOMY WITHOUT DRAINAGE"
tosp_sf850a,"ABDOMINAL WALL, INGUINAL HERNIA (NEONATES), HERNIOTOMY (BILATERAL)",49,"SF850A ABDOMINAL WALL, INGUINAL HERNIA (NEONATES), HERNIOTOMY (BILATERAL)"
tosp_sf851a,"ABDOMINAL WALL, INGUINAL HERNIA (NEONATES), HERNIOTOMY (UNILATERAL)",49,"SF851A ABDOMINAL WALL, INGUINAL HERNIA (NEONATES), HERNIOTOMY (UNILATERAL)"
tosp_sf852a,"ABDOMEN/PELVIS, VARIOUS LESIONS, INSERTION OF PERITONEAL DIALYSIS CATHETER",49,"SF852A ABDOMEN/PELVIS, VARIOUS LESIONS, INSERTION OF PERITONEAL DIALYSIS CATHETER"
tosp_sf853a,"ABDOMEN/PELVIS, VARIOUS LESIONS, REMOVAL OF PERITONEAL DIALYSIS CATHETER",49,"SF853A ABDOMEN/PELVIS, VARIOUS LESIONS, REMOVAL OF PERITONEAL DIALYSIS CATHETER"
tosp_sf854a,"ABDOMINAL CAVITY, REMOVAL/REPLACEMENT/REVISION OF GASTRIC BAND",48,"SF854A ABDOMINAL CAVITY, REMOVAL/REPLACEMENT/REVISION OF GASTRIC BAND"
tosp_sg700b,"BLADDER, CYSTOSCOPIC INTRADETRUSOR INJECTION OF BOTULINUM",60,"SG700B BLADDER, CYSTOSCOPIC INTRADETRUSOR INJECTION OF BOTULINUM"
tosp_sg700k,"KIDNEY AND URETER, VARIOUS LESIONS, NEPHROURETERECTOMY, MIS",61,"SG700K KIDNEY AND URETER, VARIOUS LESIONS, NEPHROURETERECTOMY, MIS"
tosp_sg700u,"URETER, CYSTOSCOPY AND INSERTION OF DOUBLE J STENT",62,"SG700U URETER, CYSTOSCOPY AND INSERTION OF DOUBLE J STENT"
tosp_sg701b,"BLADDER/URETER, LYMPHOLYSIS FOR CHYLURIA, MIS",60,"SG701B BLADDER/URETER, LYMPHOLYSIS FOR CHYLURIA, MIS"
tosp_sg701k,"KIDNEY, CATHETER BLOCKAGE, IMAGING GUIDED NEPHROSTOMY CATHETER CHANGE/CATHETER ADJUSTMENT",61,"SG701K KIDNEY, CATHETER BLOCKAGE, IMAGING GUIDED NEPHROSTOMY CATHETER CHANGE/CATHETER ADJUSTMENT"
tosp_sg701u,"URETER, EXTRA CORPOREAL SHOCKWAVE LITHOTRIPSY (ESWL) FOR URETERIC STONE",63,"SG701U URETER, EXTRA CORPOREAL SHOCKWAVE LITHOTRIPSY (ESWL) FOR URETERIC STONE"
tosp_sg702b,"BLADDER, DIVERTICULUM, MIS EXCISION",60,"SG702B BLADDER, DIVERTICULUM, MIS EXCISION"
tosp_sg702k,"KIDNEY, CYST, IMAGING GUIDED PERCUTANEOUS ALCOHOL ABLATION",61,"SG702K KIDNEY, CYST, IMAGING GUIDED PERCUTANEOUS ALCOHOL ABLATION"
tosp_sg703b,"BLADDER, VARIOUS LESIONS, IMAGE GUIDED SUPRAPUBIC CYSTOSTOMY",60,"SG703B BLADDER, VARIOUS LESIONS, IMAGE GUIDED SUPRAPUBIC CYSTOSTOMY"
tosp_sg703k,"KIDNEY, CYST, IMAGING GUIDED PERCUTANEOUS ASPIRATION",61,"SG703K KIDNEY, CYST, IMAGING GUIDED PERCUTANEOUS ASPIRATION"
tosp_sg703u,"URETHRA, MID-URETHRAL SLINGS",63,"SG703U URETHRA, MID-URETHRAL SLINGS"
tosp_sg704b,"BLADDER, URACHAL FISTULA, MIS EXCISION",60,"SG704B BLADDER, URACHAL FISTULA, MIS EXCISION"
tosp_sg704k,"KIDNEY, CYST, MARSUPIALISATION, MIS",61,"SG704K KIDNEY, CYST, MARSUPIALISATION, MIS"
tosp_sg704u,"URETER, STRICTURE, PERCUTANEOUS ANTEGRADE BALLOON DILATATION",63,"SG704U URETER, STRICTURE, PERCUTANEOUS ANTEGRADE BALLOON DILATATION"
tosp_sg705b,"BLADDER, VARIOUS LESIONS, CATHETERISATION",60,"SG705B BLADDER, VARIOUS LESIONS, CATHETERISATION"
